userid,orderType
100000000371.0,0.008060719162823525
100000001215.0,0.013431780992430474
100000001445.0,0.00814475620369453
100000001575.0,0.9912013210457099
100000001601.0,0.008356451714308799
100000001737.0,0.9920544750509975
100000001829.0,0.009686546127448906
100000002055.0,0.022624057763726127
100000002241.0,0.005017705485031745
100000003067.0,0.00990412440306106
100000004161.0,0.966128986019695
100000004307.0,0.0015877540787521867
100000004855.0,0.9987351311396142
100000005055.0,0.01608792683254732
100000005701.0,0.0044824855101028615
100000006247.0,0.001272149413776475
100000006327.0,0.03280144601591696
100000006333.0,0.01666056153141501
100000006397.0,0.006638967641436657
100000007397.0,0.0031778767779891545
100000007525.0,0.021345038797922416
100000007951.0,0.06959720557103508
100000007955.0,0.014703888129563282
100000008131.0,0.002859851583289344
100000008427.0,0.008510874745990054
100000008745.0,0.013209594895411092
100000009049.0,0.0019478716042989467
100000009197.0,0.002193814158525482
100000009419.0,0.022214313272036598
100000009629.0,0.003578161737595091
100000009961.0,0.9989282835002394
100000010157.0,0.9961060007519904
100000011403.0,0.0025762825756513244
100000012993.0,0.033511205740197295
100000013089.0,0.05954181565140229
100000013205.0,0.012316677665933109
100000013455.0,0.01159241366823313
100000013591.0,0.008802915235239493
100000013861.0,0.0047116783121365
100000014191.0,0.006915505494766854
100000014963.0,0.013077423957309089
100000015053.0,0.0060478318280215255
100000015077.0,0.9989466592386973
100000015351.0,0.012786875788275332
100000015659.0,0.9935618506416626
100000016411.0,0.007400318791500627
100000016637.0,0.005398352600285824
100000016665.0,0.010484376744742932
100000016715.0,0.010579901225378914
100000016843.0,0.010318387246141914
100000017191.0,0.00461081268662408
100000017255.0,0.006181335757304889
100000017517.0,0.010088226353963788
100000017533.0,0.013083319082068254
100000018131.0,0.9949401573535166
100000018141.0,0.01063266434713167
100000018219.0,0.011320107706427896
100000018439.0,0.017545489373185067
100000018651.0,0.0022864723825644635
100000018843.0,0.0014437431046189103
100000019085.0,0.01097526828994192
100000019503.0,0.0031777788904134166
100000019777.0,0.003632704433560129
100000019831.0,0.0028884366148501086
100000019875.0,0.0082783956330516
100000020599.0,0.01789868532074015
100000020705.0,0.0020557814166887877
100000020839.0,0.004566062503688943
100000021007.0,0.007565165256855357
100000021741.0,0.0073985226059069325
100000023031.0,0.014508626236858562
100000023341.0,0.010143455604622431
100000023847.0,0.010244616561737226
110020671228.0,0.998540814567028
110100014968.0,0.014835350224384243
110100016420.0,0.002233860985972028
110100016422.0,0.001193243214364483
110100018261.0,0.008076939808412101
110100035666.0,0.026874893732893302
110100073025.0,0.019934673702987526
110100073927.0,0.9916086633783051
110100116029.0,0.0043956497096983285
110100133766.0,0.004854742055369487
110100171523.0,0.020698123235858717
110100173226.0,0.002425569549480734
110100218469.0,0.01066584288813665
110100235669.0,0.002787470217164811
110100316927.0,0.007509830965340761
110100335267.0,0.0025212521252207347
110100371520.0,0.012947824996914489
110100373224.0,0.0022335293025864283
110100412425.0,0.001218586961443358
110100418260.0,0.0034187683704103274
110100418567.0,0.0062173676723285545
110100471522.0,0.001681886933932722
110100471527.0,0.0021080413215017087
110100473324.0,0.002946516146503831
110100512827.0,0.050736650224962175
110100514267.0,0.00677264042925811
110100516521.0,0.005056713325293248
110100516723.0,0.003137493091143542
110100516929.0,0.9993363237004917
110100535662.0,0.002536244898235385
110100573222.0,0.042251655945319745
110100573627.0,0.01555679010431232
110100614362.0,0.002851035229820612
110100614562.0,0.9979239757401809
110100618862.0,0.010429015564715755
110100635761.0,0.0034949377249871216
110100673622.0,0.006457744343949491
110100673828.0,0.0011035084950528759
110100735369.0,0.0047565317978433925
110100816922.0,0.014259288204810261
110100818367.0,0.0028425147686800324
110100835466.0,0.012775532924256332
110100835868.0,0.006809464218374473
110100871522.0,0.07645563694141791
110100873722.0,0.016168065749713408
110100933760.0,0.003505536928471285
110100973525.0,0.017772790783568318
110101018063.0,0.01817681419416403
110101018362.0,0.012765191149716254
110101035263.0,0.013219018069021257
110101071220.0,0.013477924099264385
110101071222.0,0.025224104089549233
110101071527.0,0.0010344676187248184
110101073025.0,0.0032467324041689787
110101073225.0,0.0014630931193287719
110101073822.0,0.0019976312816016636
110101112320.0,0.013123372495355497
110101114064.0,0.010850505337378948
110101114660.0,0.009636482816864637
110101118361.0,0.0060370040737417405
110101135467.0,0.002768492645022966
110101173725.0,0.010368571876852297
110101210069.0,0.03470947841086189
110101212223.0,0.0075804503141023525
110101215122.0,0.025369155669490828
110101216420.0,0.012655985703425786
110101216527.0,0.007918983425277304
110101216821.0,0.0013965679986961616
110101217027.0,0.9979868480321463
110101217820.0,0.011503887188679425
110101217824.0,0.01876206154770956
110101218861.0,0.9996927156621926
110101233064.0,0.006153153415624256
110101273629.0,0.024442313125758203
110101273724.0,0.0038595147273900693
110101273826.0,0.043754106284974136
110101273925.0,0.0156334849553804
110101312122.0,0.01721124923192575
110101314164.0,0.009495467484758262
110101316227.0,0.009255987366392156
110101316624.0,0.02319987548655765
110101335164.0,0.015100417644517052
110101335961.0,0.010188060833733002
110101373120.0,0.004953053134889252
110101373626.0,0.006483685628049467
110101410927.0,0.024858131837475202
110101416523.0,0.012107938819701972
110101416629.0,0.0027654414701126693
110101418269.0,0.054903204123626356
110101418763.0,0.01274121940314375
110101433762.0,0.005295866283366526
110101435165.0,0.0022094704655315493
110101435360.0,0.011291984320001
110101435465.0,0.0061537083933634225
110101471226.0,0.014031692835999367
110101473623.0,0.0028831877547014382
110101512925.0,0.018160797334531992
110101516227.0,0.0055284519352642655
110101516323.0,0.008652390407507975
110101518360.0,0.006567644572864104
110101518560.0,0.009823871122722046
110101535968.0,0.010628724462247371
110101610427.0,0.008147993847236449
110101610625.0,0.0170882334303013
110101610760.0,0.012791037968695405
110101610768.0,0.010402017073829387
110101612027.0,0.005037618296696159
110101612064.0,0.019262617451940543
110101615728.0,0.008291535981947087
110101615828.0,0.002247606196558666
110101615925.0,0.003956916632781674
110101616227.0,0.01157038864593752
110101616427.0,0.014376410499008587
110101616628.0,0.020753676844997734
110101616762.0,0.008717097815737134
110101616863.0,0.005871704215269152
110101616867.0,0.0039359312985091845
110101616966.0,0.04239031569906021
110101617522.0,0.002023776425308874
110101618860.0,0.0018030268680208372
110101618964.0,0.0029913149034978916
110101618967.0,0.009209435219648551
110101673221.0,0.011761474625010877
110101673423.0,0.001648572791865463
110101712427.0,0.008163557353714684
110101712621.0,0.012953942037814426
110101712622.0,0.00200788322575748
110101714266.0,0.0019048122509665749
110101714568.0,0.0021901094097918363
110101716420.0,0.00984522106433124
110101718064.0,0.0028528777944905933
110101718461.0,0.005258211964167453
110101735567.0,0.0021006347149767216
110101771028.0,0.0019520827345638667
110101773127.0,0.003453876183008079
110101773722.0,0.012703908376028264
110101773820.0,0.008129343232366295
110101810162.0,0.0023317474106075817
110101810364.0,0.9941134427002998
110101810367.0,0.010793614592357758
110101814963.0,0.008520165406652581
110101816628.0,0.0029646147729081593
110101816826.0,0.004714299018729254
110101816829.0,0.015032816059413777
110101818963.0,0.005564314496819802
110101833764.0,0.010744918635074308
110101871022.0,0.010805950086996847
110101871223.0,0.014010009277220667
110101873420.0,0.0034555406385531158
110101912122.0,0.012763308840566052
110101912224.0,0.008673755917689503
110101914166.0,0.00924169803094391
110101914465.0,0.007366168056753153
110101914466.0,0.0014542212693401402
110101916529.0,0.002918357011846574
110101916922.0,0.008643148202062492
110101935966.0,0.011497214940370256
110101973722.0,0.006966338243496895
110102012425.0,0.008139831717965966
110102012824.0,0.002297720122064089
110102012825.0,0.007773999891010981
110102016124.0,0.038397429058605666
110102016220.0,0.010822747253900235
110102033767.0,0.01744679537337083
110102035860.0,0.005810793662011001
110102073126.0,0.00938012058619704
110102073923.0,0.01104653214338376
110102112525.0,0.011809694084956038
110102116023.0,0.02438955489356328
110102116124.0,0.02074521220554455
110102116228.0,0.003488182425472592
110102116324.0,0.017998823310167226
110102118961.0,0.001326918062693796
110102118969.0,0.0022448483853813005
110102173725.0,0.010768369123016293
110102218067.0,0.008135803910395208
110102233767.0,0.0022052113234397332
110102235866.0,0.01687823002712505
110102271522.0,0.012948195509699658
110102371027.0,0.0071475108777376865
110102416529.0,0.0011569928977410507
110102416629.0,0.017791580993971035
110102418265.0,0.0040539472174803875
110102435363.0,0.003610463031886562
110102435468.0,0.05295378558423373
110102473227.0,0.00698302266847085
110102473722.0,0.006498992631695759
110102473726.0,0.010582545471582536
110102473823.0,0.011444671152660919
110102516823.0,0.01632320575455514
110102518364.0,0.002814152508960275
110102571020.0,0.006012610278170179
110102614469.0,0.003444509845023718
110102616024.0,0.006815576477626591
110102616427.0,0.9992725187591294
110102616924.0,0.0031278912962679688
110102618366.0,0.0037497083177206424
110102618561.0,0.003922164261336171
110102618764.0,0.0014356249457944214
110102673627.0,0.009682064017543048
110102712120.0,0.007465311745419465
110102712123.0,0.010139568611716086
110102714366.0,0.017007880444991543
110102714469.0,0.046133795490465555
110102716420.0,0.0017158053305201548
110102716620.0,0.022679377020794998
110102735360.0,0.010020200338114465
110102735561.0,0.0054322941400004624
110102773624.0,0.007307057999002191
110102773927.0,0.002005288958943618
110102812625.0,0.0013581982502553372
110102816320.0,0.011182239480270141
110102816325.0,0.002235847246039049
110102816721.0,0.002653977418494525
110102835465.0,0.001684643412879791
110102835762.0,0.002231157835666842
110102871220.0,0.0155190758663386
110102871228.0,0.008433620718183652
110102873020.0,0.008120329668879454
